step,train_loss,learning_rate
114,0.3339,0.00019337223788826752
115,0.4433,0.00019324647985187704
116,0.4328,0.00019311958158601487
117,0.4363,0.00019299154464240878
118,0.3403,0.00019286237058671027
119,0.3883,0.00019273206099847565
120,0.5436,0.0001926006174711467
121,0.5184,0.00019246804161203101
122,0.5124,0.0001923343350422827
123,0.329,0.00019219949939688208
124,0.4362,0.0001920635363246162
125,0.51,0.00019192644748805817
126,0.3643,0.00019178823456354732
127,0.3462,0.0001916488992411683
128,0.4349,0.00019150844322473066
129,0.3436,0.00019136686823174794
130,0.3281,0.00019122417599341657
131,0.5828,0.00019108036825459494
132,0.3423,0.0001909354467737818
133,0.3695,0.00019078941332309493
134,0.3267,0.00019064226968824936
135,0.3021,0.0001904940176685357
136,0.4493,0.0001903446590767979
137,0.5295,0.00019019419573941125
138,0.3248,0.0001900426294962601
139,0.3389,0.00018988996220071513
140,0.3533,0.00018973619571961087
141,0.3802,0.0001895813319332229
142,0.3621,0.00018942537273524472
143,0.2984,0.0001892683200327646
144,0.3806,0.00018911017574624247
145,0.4207,0.0001889509418094861
146,0.4874,0.0001887906201696278
147,0.4872,0.00018862921278710038
148,0.3299,0.0001884667216356132
149,0.3236,0.00018830314870212818
150,0.4041,0.00018813849598683536
151,0.4673,0.0001879727655031284
152,0.3457,0.00018780595927758018
153,0.3902,0.00018763807934991787
154,0.4822,0.00018746912777299786
155,0.29,0.00018729910661278095
156,0.2944,0.0001871280179483069
157,0.2611,0.00018695586387166898
158,0.3213,0.00018678264648798852
159,0.3283,0.00018660836791538913
160,0.394,0.00018643303028497067
161,0.4206,0.00018625663574078335
162,0.2506,0.00018607918643980144
163,0.4143,0.0001859006845518969
164,0.3158,0.00018572113225981288
165,0.4114,0.00018554053175913696
166,0.3881,0.0001853588852582744
167,0.3688,0.00018517619497842097
168,0.2968,0.00018499246315353607
169,0.2878,0.00018480769203031507
170,0.4306,0.00018462188386816214
171,0.3492,0.00018443504093916243
172,0.3178,0.0001842471655280543
173,0.2796,0.00018405825993220151
174,0.2778,0.00018386832646156504
175,0.3847,0.0001836773674386748
176,0.3149,0.00018348538519860128
177,0.2571,0.00018329238208892706
178,0.3107,0.000183098360469718
179,0.3318,0.00018290332271349443
180,0.3994,0.0001827072712052021
181,0.321,0.00018251020834218304
182,0.4739,0.00018231213653414633
183,0.5656,0.00018211305820313846
184,0.3782,0.0001819129757835139
185,0.2816,0.00018171189172190512
186,0.2747,0.0001815098084771929
187,0.2782,0.0001813067285204761
188,0.3012,0.00018110265433504154
189,0.33,0.00018089758841633352
190,0.5613,0.00018069153327192344
191,0.3277,0.00018048449142147905
192,0.3634,0.00018027646539673365
193,0.3612,0.0001800674577414552
194,0.323,0.00017985747101141516
195,0.4002,0.0001796465077743571
196,0.2896,0.00017943457060996552
197,0.2462,0.00017922166210983435
198,0.2804,0.00017900778487743498
199,0.3579,0.0001787929415280846
200,0.2942,0.00017857713468891423
201,0.3009,0.00017836036699883656
202,0.3061,0.0001781426411085137
203,0.394,0.00017792395968032465
204,0.3982,0.000177704325388333
205,0.3976,0.00017748374091825392
206,0.3128,0.00017726220896742165
207,0.306,0.00017703973224475616
208,0.2369,0.00017681631347073035
209,0.3183,0.00017659195537733652
210,0.3329,0.00017636666070805322
211,0.4767,0.00017614043221781143
212,0.4192,0.0001759132726729611
213,0.4606,0.00017568518485123715
214,0.2765,0.0001754561715417257
215,0.2727,0.0001752262355448297
216,0.3252,0.00017499537967223503
217,0.4983,0.00017476360674687573
218,0.3125,0.00017453091960289977
219,0.3266,0.00017429732108563428
220,0.4029,0.00017406281405155078
221,0.3033,0.00017382740136823025
222,0.3324,0.00017359108591432807
223,0.3946,0.00017335387057953878
224,0.4869,0.00017311575826456079
225,0.2839,0.0001728767518810609
226,0.3969,0.0001726368543516387
227,0.3002,0.00017239606860979074
228,0.4629,0.0001721543975998749
229,0.3332,0.00017191184427707405
230,0.4039,0.00017166841160736024
231,0.2507,0.0001714241025674582
232,0.3532,0.00017117892014480905
233,0.36,0.0001709328673375337
234,0.2625,0.00017068594715439632
235,0.5349,0.00017043816261476738
236,0.2494,0.0001701895167485868
237,0.2866,0.000169940012596327
238,0.2943,0.00016968965320895548
239,0.2919,0.00016943844164789783
240,0.3339,0.00016918638098500002
241,0.4131,0.00016893347430249096
242,0.3406,0.0001686797246929448
243,0.3444,0.0001684251352592431
244,0.2811,0.0001681697091145369
245,0.2665,0.00016791344938220864
246,0.4675,0.000167656359195834
247,0.4173,0.00016739844169914346
248,0.2614,0.00016713970004598409
249,0.2588,0.00016688013740028077
250,0.2987,0.00016661975693599762
251,0.4526,0.000166358561837099
252,0.3223,0.00016609655529751093
253,0.3575,0.00016583374052108173
254,0.2957,0.0001655701207215429
255,0.3188,0.00016530569912246996
256,0.2937,0.00016504047895724285
257,0.2262,0.00016477446346900652
258,0.3441,0.00016450765591063116
259,0.3023,0.00016424005954467262
260,0.3153,0.00016397167764333227
261,0.3202,0.00016370251348841715
262,0.2957,0.0001634325703712998
263,0.233,0.00016316185159287797
264,0.2666,0.00016289036046353435
265,0.4125,0.00016261810030309597
266,0.2989,0.0001623450744407937
267,0.5314,0.0001620712862152215
268,0.3386,0.00016179673897429565
269,0.3703,0.00016152143607521367
270,0.2634,0.00016124538088441338
271,0.2991,0.00016096857677753184
272,0.2683,0.0001606910271393638
273,0.4443,0.0001604127353638205
274,0.2921,0.0001601337048538882
275,0.2807,0.00015985393902158635
276,0.2435,0.00015957344128792613
277,0.2373,0.00015929221508286854
278,0.3126,0.00015901026384528225
279,0.4054,0.00015872759102290184
280,0.2295,0.00015844420007228552
281,0.3865,0.00015816009445877285
282,0.2631,0.00015787527765644227
283,0.3925,0.0001575897531480689
284,0.3147,0.00015730352442508167
285,0.2612,0.00015701659498752073
286,0.3698,0.00015672896834399472
287,0.3487,0.00015644064801163772
288,0.3006,0.00015615163751606638
289,0.2907,0.0001558619403913367
290,0.2894,0.00015557156017990097
291,0.3498,0.00015528050043256422
292,0.3749,0.00015498876470844097
293,0.5155,0.00015469635657491178
294,0.4115,0.0001544032796075793
295,0.2521,0.00015410953739022497
296,0.246,0.00015381513351476485
297,0.3119,0.00015352007158120592
298,0.3791,0.0001532243551976019
299,0.3525,0.00015292798798000932
300,0.2988,0.00015263097355244304
301,0.2487,0.00015233331554683223
302,0.2632,0.0001520350176029757
303,0.2888,0.0001517360833684976
304,0.2916,0.00015143651649880257
305,0.2315,0.00015113632065703135
306,0.2379,0.0001508354995140158
307,0.3786,0.00015053405674823398
308,0.3242,0.00015023199604576525
309,0.2455,0.00014992932110024517
310,0.3117,0.00014962603561282037
311,0.2942,0.00014932214329210324
312,0.2608,0.00014901764785412664
313,0.2803,0.00014871255302229837
314,0.326,0.0001484068625273557
315,0.2696,0.0001481005801073198
316,0.2508,0.00014779370950744985
317,0.2457,0.00014748625448019747
318,0.3161,0.00014717821878516076
319,0.3036,0.00014686960618903817
320,0.2615,0.0001465604204655827
321,0.2139,0.00014625066539555555
322,0.3262,0.00014594034476667992
323,0.2482,0.00014562946237359485
324,0.2628,0.0001453180220178086
325,0.2811,0.00014500602750765226
326,0.2296,0.00014469348265823336
327,0.2344,0.0001443803912913888
328,0.3009,0.00014406675723563852
329,0.2548,0.0001437525843261385
330,0.2459,0.00014343787640463387
331,0.2502,0.00014312263731941193
332,0.3512,0.0001428068709252552
333,0.2988,0.00014249058108339408
334,0.2698,0.0001421737716614599
335,0.2096,0.00014185644653343736
336,0.3117,0.00014153860957961728
337,0.2909,0.00014122026468654924
338,0.3095,0.00014090141574699388
339,0.256,0.0001405820666598754
340,0.2843,0.0001402622213302339
341,0.2859,0.00013994188366917753
342,0.2901,0.00013962105759383485
343,0.3001,0.00013929974702730664
344,0.2721,0.00013897795589861827
345,0.3027,0.00013865568814267135
346,0.2489,0.00013833294770019582
347,0.3009,0.00013800973851770166
348,0.3051,0.00013768606454743072
349,0.2341,0.0001373619297473082
350,0.2256,0.00013703733808089453
351,0.2379,0.00013671229351733667
352,0.2352,0.00013638680003131968
353,0.2736,0.0001360608616030181
354,0.3045,0.0001357344822180473
355,0.2681,0.0001354076658674147
356,0.3725,0.000135080416547471
357,0.2799,0.00013475273825986134
358,0.2395,0.00013442463501147625
359,0.2567,0.00013409611081440276
360,0.3579,0.00013376716968587532
361,0.2587,0.0001334378156482267
362,0.2373,0.00013310805272883874
363,0.3753,0.00013277788496009318
364,0.2322,0.00013244731637932218
365,0.3086,0.00013211635102875925
366,0.2516,0.00013178499295548958
367,0.2501,0.00013145324621140054
368,0.3432,0.00013112111485313237
369,0.2848,0.0001307886029420283
370,0.359,0.000130455714544085
371,0.238,0.00013012245372990297
372,0.2649,0.00012978882457463658
373,0.2741,0.0001294548311579444
374,0.245,0.00012912047756393906
375,0.2138,0.0001287857678811377
376,0.258,0.00012845070620241166
377,0.413,0.00012811529662493643
378,0.3175,0.00012777954325014185
379,0.2101,0.00012744345018366165
380,0.3038,0.00012710702153528327
381,0.2823,0.00012677026141889782
382,0.2542,0.00012643317395244963
383,0.2436,0.0001260957632578858
384,0.2522,0.00012575803346110602
385,0.3155,0.00012541998869191196
386,0.3251,0.00012508163308395676
387,0.2503,0.00012474297077469463
388,0.2936,0.0001244040059053301
389,0.3009,0.0001240647426207674
390,0.2227,0.00012372518506955998
391,0.2663,0.00012338533740385943
392,0.2683,0.000123045203779365
393,0.2772,0.00012270478835527267
394,0.2931,0.00012236409529422428
395,0.2389,0.00012202312876225663
396,0.2657,0.00012168189292875061
397,0.3429,0.00012134039196638014
398,0.311,0.00012099863005106115
399,0.25,0.00012065661136190054
400,0.2699,0.00012031434008114509
401,0.2726,0.00011997182039413031
402,0.225,0.00011962905648922919
403,0.3609,0.00011928605255780114
404,0.4004,0.00011894281279414057
405,0.3232,0.0001185993413954257
406,0.25,0.00011825564256166722
407,0.2527,0.00011791172049565693
408,0.2404,0.00011756757940291628
409,0.2344,0.00011722322349164507
410,0.2538,0.00011687865697266992
411,0.2843,0.00011653388405939283
412,0.2237,0.0001161889089677395
413,0.2411,0.00011584373591610798
414,0.2365,0.00011549836912531695
415,0.2327,0.00011515281281855421
416,0.2696,0.00011480707122132493
417,0.2046,0.00011446114856140004
418,0.2341,0.00011411504906876462
419,0.2847,0.00011376877697556598
420,0.2839,0.000113422336516062
421,0.2471,0.00011307573192656944
422,0.3012,0.00011272896744541204
423,0.2891,0.00011238204731286868
424,0.2743,0.00011203497577112157
425,0.2738,0.00011168775706420441
426,0.2715,0.00011134039543795041
427,0.2526,0.00011099289513994047
428,0.3254,0.00011064526041945111
429,0.3327,0.00011029749552740267
430,0.2633,0.00010994960471630713
431,0.2128,0.00010960159224021638
432,0.3033,0.00010925346235466987
433,0.2805,0.00010890521931664293
434,0.2775,0.00010855686738449436
435,0.3173,0.00010820841081791462
436,0.2344,0.00010785985387787368
437,0.3208,0.00010751120082656883
438,0.2641,0.0001071624559273726
439,0.2836,0.00010681362344478074
440,0.222,0.0001064647076443599
441,0.2224,0.0001061157127926956
