step,train_loss,learning_rate
0,3.3236,1.6000000000000003e-05
1,2.6758,3.6e-05
2,1.9503,5.6000000000000006e-05
3,1.2656,7.6e-05
4,1.1503,9.6e-05
5,0.954,0.000116
6,0.7995,0.00013600000000000003
7,0.932,0.00015600000000000002
