step,train_loss,learning_rate
0,3.0566,1.8e-05
1,2.6379,3.4000000000000007e-05
2,2.0729,5.4000000000000005e-05
3,1.4552,7.4e-05
4,1.3719,9.4e-05
5,1.161,0.00011399999999999999
6,1.0009,0.000134
7,0.9285,0.000154
8,0.9958,0.000174
